index,weekid,week position,song,performer,genre,duration,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity,year,decade
321828,1972-06-24,4,Nice To Be With You,Gallery,[],185080.0,False,0.7,0.883,9.0,-9.13,1.0,0.0304,0.064,0.0008189999999999,0.0738,0.97,132.359,24.0,1972,1970
87557,1972-06-24,6,Troglodyte (Cave Man),The Jimmy Castor Bunch,"['funk', 'rare groove']",217933.0,False,0.797,0.653,5.0,-14.226,1.0,0.0722,0.0527,0.0043,0.0801,0.8609999999999999,133.294,31.0,1972,1970
191242,1972-06-24,8,(Last Night) I Didn't Get To Sleep At All,The 5th Dimension,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'motown', 'soft rock', 'sunshine pop']",192600.0,False,0.663,0.5799999999999998,5.0,-10.144,0.0,0.0269,0.453,0.00124,0.0963,0.551,105.229,38.0,1972,1970
323212,1972-06-24,16,I Saw The Light,Todd Rundgren,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'philly soul', 'power pop', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'symphonic rock', 'zolo']",182800.0,False,0.5829999999999999,0.8329999999999999,0.0,-8.29,1.0,0.0343,0.0531,5.6e-05,0.16,0.81,119.884,55.0,1972,1970
215032,1972-06-24,36,Immigration Man,Graham Nash & David Crosby,"['british folk', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",178906.0,False,0.4909999999999999,0.887,7.0,-7.433,1.0,0.0449,0.25,0.0,0.221,0.694,87.998,36.0,1972,1970
55944,1972-07-01,1,Song Sung Blue,Neil Diamond,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",195160.0,False,0.508,0.4069999999999999,0.0,-12.775,1.0,0.0282,0.3589999999999999,4e-06,0.1429999999999999,0.3569999999999999,109.144,53.0,1972,1970
219316,1972-07-01,9,I Need You,America,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",183186.0,False,0.528,0.4719999999999999,7.0,-10.428,1.0,0.0267,0.5829999999999999,0.0,0.129,0.251,134.099,59.0,1972,1970
155125,1972-07-01,11,Amazing Grace,The Pipes And Drums And The Military Band Of The Royal Scots Dragoon Guards,[],199813.0,False,0.1439999999999999,0.375,3.0,-6.684,1.0,0.0406,0.379,0.913,0.194,0.0359,79.186,31.0,1972,1970
220499,1972-07-01,22,Living In A House Divided,Cher,"['dance pop', 'hollywood', 'new wave pop', 'pop']",179560.0,False,0.496,0.4689999999999999,8.0,-13.424,1.0,0.0295,0.528,0.0,0.1759999999999999,0.626,85.91599999999998,21.0,1972,1970
220817,1972-07-01,25,How Can I Be Sure,David Cassidy,['bubblegum pop'],187360.0,False,0.309,0.4149999999999999,2.0,-11.441,0.0,0.0342,0.768,0.0,0.3449999999999999,0.2379999999999999,170.85,37.0,1972,1970
323960,1972-07-08,27,I've Been Lonely For So Long,Frederick Knight,['southern soul'],198693.0,False,0.791,0.2859999999999999,7.0,-14.283,1.0,0.0364,0.3639999999999999,0.0121,0.0938,0.872,96.741,32.0,1972,1970
200388,1972-07-08,41,You Said A Bad Word,Joe Tex,[],152586.0,False,0.874,0.635,1.0,-7.113,1.0,0.14,0.101,1e-06,0.061,0.813,100.295,14.0,1972,1970
11272,1972-07-08,42,After Midnight,J.J. Cale,"['blues', 'blues rock', 'classic rock', 'folk rock', 'mellow gold', 'modern blues', 'rock', 'roots rock']",143693.0,False,0.699,0.32,2.0,-18.988,1.0,0.0337,0.171,0.1459999999999999,0.0771,0.525,95.973,63.0,1972,1970
129952,1972-07-08,44,We're On Our Way,Chris Hodge,[],179506.0,False,0.513,0.921,4.0,-6.92,1.0,0.067,0.00456,0.0625,0.0642,0.551,138.107,9.0,1972,1970
99114,1972-07-15,6,Rocket Man,Elton John,"['glam rock', 'mellow gold', 'piano rock']",281613.0,False,0.6019999999999999,0.522,10.0,-9.031,1.0,0.0285,0.386,1.4e-05,0.0941,0.36,136.637,82.0,1972,1970
156574,1972-07-15,26,All The Kings Horses,Aretha Franklin,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",236000.0,False,0.4209999999999999,0.136,10.0,-17.83,1.0,0.0411,0.7259999999999999,9e-06,0.0896,0.2979999999999999,117.275,26.0,1972,1970
116755,1972-07-15,45,Brown Eyed Girl,El Chicano,['classic soul'],237266.0,False,0.645,0.553,7.0,-11.817,1.0,0.0327,0.0302,4e-06,0.0552,0.939,134.826,19.0,1972,1970
307494,1972-07-22,1,Lean On Me,Bill Withers,"['classic soul', 'funk', 'motown', 'quiet storm', 'soul']",258834.0,False,0.6189999999999999,0.22,0.0,-13.843,1.0,0.0667,0.782,1.2e-05,0.124,0.4229999999999999,75.16,70.0,1972,1970
123598,1972-07-22,2,Too Late To Turn Back Now,Cornelius Brothers & Sister Rose,['classic soul'],198693.0,False,0.516,0.73,7.0,-7.136,1.0,0.0494,0.3439999999999999,0.0,0.4249999999999999,0.907,115.126,56.0,1972,1970
327033,1972-07-22,8,How Do You Do?,Mouth & MacNeal,"['alternative rock', 'pop rock', 'post-grunge']",244133.0,False,0.4859999999999999,0.562,2.0,-8.381999999999998,1.0,0.0377,0.6069999999999999,4e-06,0.668,0.7109999999999999,96.12,43.0,1972,1970
162628,1972-07-22,12,Take It Easy,Eagles,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",211577.0,False,0.5749999999999998,0.67,7.0,-10.39,1.0,0.0318,0.343,5e-06,0.129,0.74,139.191,76.0,1972,1970
123978,1972-07-22,13,Too Young,Donny Osmond,"['bubblegum pop', 'classic uk pop', 'movie tunes']",186506.0,False,0.1449999999999999,0.637,5.0,-4.411,1.0,0.0403,0.4269999999999999,1e-06,0.316,0.3469999999999999,171.892,21.0,1972,1970
228368,1972-07-22,16,I Wanna Be Where You Are,Michael Jackson,"['pop', 'r&b', 'soul']",182786.0,False,0.6059999999999999,0.8579999999999999,4.0,-8.439,0.0,0.0649,0.54,0.00471,0.122,0.656,103.781,43.0,1972,1970
4045,1972-07-22,25,People Make The World Go Round,The Stylistics,"['adult standards', 'classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul']",211560.0,False,0.72,0.4889999999999999,4.0,-9.157,0.0,0.0544,0.656,2e-06,0.3569999999999999,0.777,83.129,47.0,1972,1970
95913,1972-07-22,33,Superwoman (Where Were You When I Needed You),Stevie Wonder,"['adult standards', 'motown', 'quiet storm', 'soul']",487666.0,False,0.404,0.51,11.0,-10.315,0.0,0.0526,0.459,5e-06,0.0826,0.253,114.981,37.0,1972,1970
129834,1972-07-22,40,We're Free,Beverly Bremers,[],185536.0,False,0.4129999999999999,0.327,0.0,-13.185,1.0,0.0281,0.799,2.8e-05,0.3509999999999999,0.665,102.795,3.0,1972,1970
94564,1972-07-29,16,Conquistador,Procol Harum,"['album rock', 'art rock', 'blues rock', 'british invasion', 'classic rock', 'classic uk pop', 'folk rock', 'progressive rock', 'psychedelic rock', 'symphonic rock']",158146.0,False,0.438,0.8369999999999999,5.0,-6.416,0.0,0.0873,0.248,9.7e-05,0.135,0.6159999999999999,125.092,43.0,1972,1970
262562,1972-08-05,4,Daddy Don't You Walk So Fast,Wayne Newton,"['adult standards', 'easy listening', 'lounge']",198666.0,False,0.4719999999999999,0.503,0.0,-10.018,1.0,0.0272,0.467,0.0,0.155,0.443,152.728,39.0,1972,1970
93666,1972-08-05,7,School's Out,Alice Cooper,"['album rock', 'blues rock', 'classic rock', 'comic', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']",210106.0,False,0.2939999999999999,0.745,5.0,-9.138000000000002,1.0,0.0461,0.05,0.125,0.676,0.3469999999999999,134.364,67.0,1972,1970
283871,1972-08-05,10,Layla,Derek & The Dominos,"['christian hip hop', 'christian trap']",423840.0,False,0.394,0.918,1.0,-3.743,1.0,0.0709,0.5839999999999999,0.332,0.309,0.4789999999999999,115.646,75.0,1972,1970
187186,1972-08-05,13,Day By Day,Godspell,[],84813.0,False,0.453,0.757,0.0,-8.967,1.0,0.0622,0.0641,0.0346,0.8,0.5759999999999998,135.716,13.0,1972,1970
180461,1972-08-05,14,Hold Her Tight,The Osmonds,['bubblegum pop'],196026.0,False,0.5859999999999999,0.989,5.0,-5.332,1.0,0.0662,0.187,0.00012,0.442,0.516,134.939,16.0,1972,1970
129988,1972-08-05,46,We've Come Too Far To End It Now,Smokey Robinson & The Miracles,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",244653.0,False,0.2419999999999999,0.697,5.0,-7.846,1.0,0.0363,0.269,0.0,0.111,0.627,153.514,27.0,1972,1970
30023,1972-08-12,1,Alone Again (Naturally),Gilbert O'Sullivan,"['adult standards', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",217728.0,False,0.558,0.464,8.0,-8.487999999999998,0.0,0.0354,0.5829999999999999,0.000133,0.159,0.559,171.762,54.0,1972,1970
98757,1972-08-12,3,(If Loving You Is Wrong) I Don't Want To Be Right,Luther Ingram,"['classic soul', 'memphis soul', 'southern soul']",216800.0,False,0.502,0.451,4.0,-7.423,0.0,0.0438,0.2829999999999999,0.0,0.154,0.531,140.474,48.0,1972,1970
150874,1972-08-12,5,Where Is The Love,Roberta Flack & Donny Hathaway,"['adult standards', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",166400.0,False,0.558,0.439,8.0,-13.443,1.0,0.0281,0.3689999999999999,1.8e-05,0.161,0.6049999999999999,114.969,57.0,1972,1970
323776,1972-08-12,24,Gone,Joey Heatherton,[],193640.0,False,0.202,0.552,7.0,-6.92,1.0,0.0309,0.3509999999999999,0.0354,0.124,0.542,187.14,7.0,1972,1970
304274,1972-08-12,48,In The Ghetto,Candi Staton,"['classic soul', 'disco', 'motown', 'quiet storm', 'soul', 'southern soul']",173640.0,False,0.551,0.2919999999999999,10.0,-17.125,1.0,0.0383,0.822,7e-06,0.138,0.623,85.272,17.0,1972,1970
100293,1972-08-19,19,Sealed With A Kiss,Bobby Vinton,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",168866.0,False,0.4309999999999999,0.379,5.0,-9.59,0.0,0.0262,0.7079999999999999,1.7e-05,0.1809999999999999,0.665,86.17199999999998,58.0,1972,1970
181167,1972-08-19,22,Happy,The Rolling Stones,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",184626.0,False,0.555,0.897,4.0,-3.469,1.0,0.0293,0.3609999999999999,0.94,0.536,0.965,131.712,53.0,1972,1970
238204,1972-08-19,42,I'm Coming Home,Stories,"['lilith', 'pop rock']",160426.0,False,0.4789999999999999,0.551,7.0,-10.258,1.0,0.029,0.746,6.7e-05,0.0893999999999999,0.506,93.243,6.0,1972,1970
98557,1972-08-26,1,Brandy (You're A Fine Girl),Looking Glass,"['soft rock', 'sunshine pop']",186826.0,False,0.7189999999999999,0.768,1.0,-7.527999999999999,0.0,0.0766,0.54,1.6e-05,0.1459999999999999,0.772,125.315,73.0,1972,1970
186738,1972-08-26,8,Coconut,Nilsson,"['art rock', 'brill building pop', 'classic rock', 'classic uk pop', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",231733.0,False,0.653,0.4939999999999999,5.0,-14.79,1.0,0.1019999999999999,0.389,1e-06,0.0677,0.905,137.463,58.0,1972,1970
24955,1972-08-26,11,The Happiest Girl In The Whole U.S.A.,Donna Fargo,['classic country pop'],154840.0,False,0.562,0.402,5.0,-11.014,1.0,0.0348,0.1769999999999999,0.00157,0.246,0.558,188.952,17.0,1972,1970
219938,1972-08-26,16,Lookin' Through The Windows,Jackson 5,"['adult standards', 'motown', 'soul']",223853.0,False,0.547,0.784,9.0,-6.363,0.0,0.029,0.2979999999999999,0.0103,0.2919999999999999,0.882,131.497,36.0,1972,1970
149882,1972-08-26,32,When You Say Love,Sonny & Cher,"['deep groove house', 'deep house', 'disco house', 'house', 'uk dance']",148946.0,False,0.57,0.3679999999999999,4.0,-12.566,1.0,0.0472,0.816,0.0,0.658,0.6139999999999999,94.968,12.0,1972,1970
225364,1972-09-02,5,Hold Your Head Up,Argent,"['blues rock', 'classic rock', 'classic uk pop', 'progressive rock', 'psychedelic rock', 'symphonic rock']",377560.0,False,0.502,0.4879999999999999,7.0,-12.265,1.0,0.0261,0.3,0.128,0.319,0.74,89.27899999999998,41.0,1972,1970
212280,1972-09-02,7,Goodbye To Love,Carpenters,"['adult standards', 'brill building pop', 'mellow gold', 'soft rock']",238266.0,False,0.22,0.3609999999999999,5.0,-12.017,1.0,0.0277,0.4219999999999999,0.000311,0.1489999999999999,0.382,83.13299999999998,50.0,1972,1970
18315,1972-09-02,11,The Guitar Man,Bread,"['adult standards', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']",225053.0,False,0.279,0.646,4.0,-7.907,0.0,0.0464,0.231,0.0011,0.309,0.4849999999999999,142.649,32.0,1972,1970
327297,1972-09-02,12,Motorcycle Mama,Sailcat,[],126573.0,False,0.687,0.154,4.0,-24.336,1.0,0.0649,0.936,0.44,0.0889999999999999,0.7329999999999999,121.293,21.0,1972,1970
260210,1972-09-02,24,Baby Let Me Take You (In My Arms),Detroit Emeralds,"['classic soul', 'rhythm and blues']",229112.0,False,0.6049999999999999,0.4729999999999999,9.0,-10.119,1.0,0.0619,0.246,3.3e-05,0.0646,0.629,162.976,44.0,1972,1970
101005,1972-09-02,29,Small Beginnings,Flash,"['indie garage rock', 'indie surf', 'neo-psychedelic']",561200.0,False,0.331,0.75,2.0,-6.836,1.0,0.0964,0.162,0.00707,0.155,0.4929999999999999,140.754,6.0,1972,1970
85185,1972-09-02,38,This World,The Staple Singers,"['brill building pop', 'chicago soul', 'classic soul', 'funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'southern soul']",219960.0,False,0.6029999999999999,0.8359999999999999,5.0,-8.106999999999998,0.0,0.0289,0.0296,0.0,0.0705,0.771,107.666,16.0,1972,1970
41955,1972-09-02,47,The Coldest Days Of My Life (Part 1),The Chi-lites,"['chicago soul', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",260813.0,False,0.2,0.389,11.0,-16.712,0.0,0.0427,0.259,0.00958,0.4169999999999999,0.19,128.871,17.0,1972,1970
225051,1972-09-09,2,Long Cool Woman (In A Black Dress),The Hollies,"['album rock', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock']",199200.0,False,0.757,0.8679999999999999,9.0,-9.326,1.0,0.062,0.4109999999999999,0.00221,0.3549999999999999,0.815,138.923,64.0,1972,1970
233150,1972-09-09,3,I'm Still In Love With You,Al Green,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']",191636.0,False,0.7119999999999999,0.399,0.0,-9.551,1.0,0.0282,0.159,0.000377,0.0881,0.799,97.918,55.0,1972,1970
162151,1972-09-09,7,Rock And Roll Part 2,Gary Glitter,[],193253.0,False,0.71,0.314,11.0,-10.666,0.0,0.082,0.000292,0.785,0.0857,0.401,129.124,63.0,1972,1970
295343,1972-09-09,8,You Don't Mess Around With Jim,Jim Croce,"['album rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",183066.0,False,0.699,0.782,4.0,-5.203,1.0,0.0567,0.569,1e-05,0.0921,0.97,164.817,57.0,1972,1970
213287,1972-09-09,17,Join Together,The Who,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'protopunk', 'rock', 'roots rock']",264440.0,False,0.56,0.7429999999999999,10.0,-8.71,1.0,0.0422,0.3039999999999999,0.000204,0.108,0.463,168.196,43.0,1972,1970
116878,1972-09-09,46,America,Yes,"['album rock', 'art rock', 'classic rock', 'hard rock', 'jazz fusion', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",631573.0,False,0.27,0.7029999999999998,2.0,-8.753999999999998,1.0,0.0629,0.00364,0.2829999999999999,0.3009999999999999,0.506,176.034,37.0,1972,1970
154578,1972-09-16,1,Black & White,Three Dog Night,"['album rock', 'art rock', 'blues rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",206080.0,False,0.691,0.5759999999999998,11.0,-12.075,1.0,0.0299,0.496,1.6e-05,0.528,0.945,109.07,40.0,1972,1970
190676,1972-09-23,1,Baby Don't Get Hooked On Me,Mac Davis,"['bubblegum pop', 'country rock']",183933.0,False,0.495,0.307,9.0,-18.168,1.0,0.0403,0.26,5.2e-05,0.1029999999999999,0.802,80.97,48.0,1972,1970
161753,1972-09-23,3,Saturday In The Park,Chicago,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",235666.0,False,0.668,0.76,7.0,-6.831,1.0,0.034,0.137,0.0,0.0802999999999999,0.61,114.378,62.0,1972,1970
219194,1972-09-23,8,Honky Cat,Elton John,"['glam rock', 'mellow gold', 'piano rock']",313026.0,False,0.4759999999999999,0.767,2.0,-5.55,1.0,0.0436,0.32,0.00029,0.162,0.96,172.663,58.0,1972,1970
265960,1972-09-23,15,Beautiful Sunday,Daniel Boone,['classic uk pop'],182133.0,False,0.676,0.463,9.0,-13.155,1.0,0.0306,0.309,0.0,0.2879999999999999,0.91,121.923,48.0,1972,1970
57537,1972-09-23,16,Run To Me,Bee Gees,"['adult standards', 'disco', 'mellow gold', 'soft rock']",191600.0,False,0.45,0.3439999999999999,9.0,-13.824,1.0,0.0338,0.467,3.1e-05,0.135,0.281,73.114,49.0,1972,1970
192321,1972-09-23,24,Pop That Thang,The Isley Brothers,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",172760.0,False,0.7169999999999999,0.655,11.0,-5.818,0.0,0.125,0.274,0.0,0.11,0.877,158.636,25.0,1972,1970
202555,1972-09-23,29,You're Still A Young Man,Tower Of Power,"['funk', 'jazz funk', 'jazz fusion', 'modern funk', 'soul']",335080.0,False,0.45,0.446,3.0,-9.229,1.0,0.0325,0.257,0.0,0.3509999999999999,0.558,114.18,43.0,1972,1970
27805,1972-09-23,48,Rock Me On The Water,Jackson Browne,"['album rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",252040.0,False,0.452,0.4939999999999999,7.0,-10.194,1.0,0.0279,0.803,1.1e-05,0.187,0.4859999999999999,99.914,41.0,1972,1970
191470,1972-09-30,11,Power Of Love,Joe Simon,"['classic soul', 'motown', 'philly soul', 'soul', 'southern soul']",178000.0,False,0.8319999999999999,0.6029999999999999,0.0,-7.921999999999999,1.0,0.0665,0.261,0.0,0.3,0.969,110.724,22.0,1972,1970
238034,1972-09-30,39,Easy Livin,Uriah Heep,"['album rock', 'art rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",156626.0,False,0.262,0.8359999999999999,9.0,-7.243,0.0,0.0963,8e-06,0.343,0.279,0.463,160.555,57.0,1972,1970
230495,1972-09-30,42,"My Man, A Sweet Man",Millie Jackson,"['classic soul', 'motown', 'quiet storm', 'soul', 'soul blues', 'southern soul']",154573.0,False,0.5759999999999998,0.7159999999999999,8.0,-7.377,1.0,0.0465,0.1469999999999999,7e-06,0.131,0.881,135.034,45.0,1972,1970
186273,1972-10-07,3,Back Stabbers,The O'Jays,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",186093.0,False,0.751,0.7139999999999999,10.0,-11.614,1.0,0.0374,0.317,0.0,0.639,0.935,124.379,55.0,1972,1970
237960,1972-10-07,37,Geronimo's Cadillac,Michael Murphey,"['country rock', 'cowboy western', 'new mexico music', 'outlaw country']",278466.0,False,0.532,0.4889999999999999,2.0,-10.245,1.0,0.0547,0.8329999999999999,0.0124,0.0854,0.632,121.486,32.0,1972,1970
215214,1972-10-07,38,If You Leave Me Tonight I'll Cry,Jerry Wallace,[],154933.0,False,0.5849999999999999,0.248,2.0,-16.853,1.0,0.0313,0.5869999999999999,2e-06,0.0962,0.56,117.395,9.0,1972,1970
98558,1972-10-14,1,Ben,Michael Jackson,"['pop', 'r&b', 'soul']",167386.0,False,0.439,0.169,5.0,-10.884,1.0,0.0301,0.912,0.000456,0.115,0.3039999999999999,136.32,54.0,1972,1970
307685,1972-10-14,3,Everybody Plays The Fool,The Main Ingredient,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul', 'southern soul']",202253.0,False,0.4849999999999999,0.641,3.0,-8.752,1.0,0.0418,0.7039999999999998,9.9e-05,0.159,0.8549999999999999,168.645,53.0,1972,1970
234786,1972-10-14,5,Go All The Way,Raspberries,"['bubblegum pop', 'jangle pop', 'power pop', 'pub rock']",205346.0,False,0.3049999999999999,0.8489999999999999,9.0,-4.892,1.0,0.0999,0.548,0.000134,0.0995,0.555,134.287,65.0,1972,1970
94101,1972-10-14,11,Play Me,Neil Diamond,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",232066.0,False,0.465,0.263,2.0,-16.311,1.0,0.027,0.4839999999999999,0.000219,0.129,0.398,106.943,46.0,1972,1970
99899,1972-10-14,14,Speak To The Sky,Rick Springfield,"['album rock', 'australian rock', 'bubblegum pop', 'classic rock', 'dance rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock', 'yacht rock']",162986.0,False,0.5869999999999999,0.649,9.0,-9.411,1.0,0.0321,0.6049999999999999,6e-06,0.139,0.8309999999999998,96.111,19.0,1972,1970
145062,1972-10-21,2,Use Me,Bill Withers,"['classic soul', 'funk', 'motown', 'quiet storm', 'soul']",228326.0,False,0.759,0.5859999999999999,11.0,-13.461,0.0,0.056,0.0333,0.00312,0.0743,0.948,154.624,65.0,1972,1970
262814,1972-10-21,9,Popcorn,Hot Butter,['moog'],151440.0,False,0.784,0.626,11.0,-14.617,0.0,0.0572,0.0425,0.7029999999999998,0.0645,0.952,136.886,46.0,1972,1970
86334,1972-10-21,11,Tight Rope,Leon Russell,"['blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'outlaw country', 'piano rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",181000.0,False,0.7359999999999999,0.3,4.0,-12.464,0.0,0.0758999999999999,0.795,2e-05,0.0701,0.7319999999999999,153.691,48.0,1972,1970
201141,1972-10-21,13,You Wear It Well,Rod Stewart,"['adult standards', 'mellow gold', 'soft rock']",262960.0,False,0.545,0.566,2.0,-9.939,1.0,0.0333,0.529,2e-06,0.25,0.87,127.319,39.0,1972,1970
157798,1972-10-21,38,Rock Me Baby,David Cassidy,['bubblegum pop'],209000.0,False,0.6009999999999999,0.8429999999999999,11.0,-4.075,1.0,0.0544,0.307,0.0,0.1019999999999999,0.803,94.084,21.0,1972,1970
158567,1972-10-21,46,Don't Hide Your Love,Cher,"['dance pop', 'hollywood', 'new wave pop', 'pop']",171573.0,False,0.495,0.34,9.0,-14.689,1.0,0.0394,0.463,0.0,0.1459999999999999,0.751,149.364,14.0,1972,1970
158920,1972-10-21,50,Slaughter,Billy Preston,"['funk', 'motown', 'soul']",165533.0,False,0.658,0.8439999999999999,2.0,-6.674,1.0,0.0351,0.0155,7.7e-05,0.2969999999999999,0.663,116.202,16.0,1972,1970
98672,1972-10-28,2,Burning Love,Elvis Presley,"['adult standards', 'rock-and-roll', 'rockabilly']",170293.0,False,0.66,0.748,2.0,-11.206,1.0,0.0284,0.0993,0.00585,0.2829999999999999,0.972,143.549,69.0,1972,1970
41831,1972-10-28,18,The City Of New Orleans,Arlo Guthrie,"['country rock', 'folk', 'folk rock', 'mellow gold', 'roots rock', 'singer-songwriter', 'traditional folk']",274506.0,False,0.6159999999999999,0.5769999999999998,1.0,-8.833999999999998,1.0,0.0407,0.535,0.0,0.0807999999999999,0.5919999999999999,145.863,54.0,1972,1970
58177,1972-10-28,23,Don't Ever Be Lonely (A Poor Little Fool Like Me),Cornelius Brothers & Sister Rose,['classic soul'],179000.0,False,0.5749999999999998,0.495,7.0,-10.652,1.0,0.0245,0.7079999999999999,0.0,0.0917,0.636,96.139,26.0,1972,1970
238041,1972-10-28,39,From The Beginning,"Emerson, Lake & Palmer","['album rock', 'art rock', 'classic rock', 'hard rock', 'jazz fusion', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",253466.0,False,0.6169999999999999,0.187,4.0,-18.646,0.0,0.0444,0.3519999999999999,0.394,0.1189999999999999,0.326,133.216,56.0,1972,1970
184123,1972-11-04,9,Good Time Charlie's Got The Blues,Danny O'Keefe,"['country rock', 'singer-songwriter']",163333.0,False,0.514,0.4119999999999999,7.0,-10.041,1.0,0.0263,0.4119999999999999,0.000971,0.127,0.511,89.616,40.0,1972,1970
184303,1972-11-04,11,Listen To The Music,The Doobie Brothers,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'yacht rock']",227266.0,False,0.645,0.5979999999999999,1.0,-13.18,0.0,0.0335,0.221,4e-06,0.0720999999999999,0.913,105.929,76.0,1972,1970
304980,1972-11-04,22,I Believe In Music,Gallery,[],175560.0,False,0.5889999999999999,0.4129999999999999,9.0,-13.959,1.0,0.082,0.343,0.0,0.0977,0.631,89.763,25.0,1972,1970
10577,1972-11-04,34,Don't Do It,The Band,"['electropop', 'hopebeat', 'indie pop', 'indie poptimism', 'indiecoustica', 'indietronica', 'modern rock', 'neo mellow', 'pop', 'pop rock', 'stomp and holler']",300026.0,False,0.452,0.8339999999999999,0.0,-6.134,1.0,0.158,0.0933,4.9e-05,0.927,0.775,177.909,41.0,1972,1970
311265,1972-11-11,2,Nights In White Satin,The Moody Blues,"['album rock', 'art rock', 'british invasion', 'classic rock', 'classic uk pop', 'folk', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'psychedelic rock', 'rock', 'soft rock', 'symphonic rock']",269106.0,False,0.195,0.4829999999999999,4.0,-4.991,0.0,0.03,0.465,0.497,0.0686,0.1729999999999999,84.71,68.0,1972,1970
326656,1972-11-11,4,"Freddie's Dead (Theme From ""Superfly"")",Curtis Mayfield,"['chicago soul', 'classic soul', 'disco', 'funk', 'soul']",329466.0,False,0.523,0.803,1.0,-6.321,0.0,0.0791,0.107,0.000409,0.154,0.921,91.469,51.0,1972,1970
289157,1972-11-11,19,Starting All Over Again,Mel And Tim,"['chicago soul', 'classic soul', 'memphis soul', 'soul', 'southern soul']",230920.0,False,0.62,0.331,11.0,-10.543,1.0,0.0355,0.7129999999999999,0.2859999999999999,0.106,0.468,137.815,42.0,1972,1970
