index,weekid,week position,song,performer,weeks on chart,genre,duration,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,popularity,year,decade
215387,1968-09-14,40,I've Never Found A Girl (To Love Me Like You Do),Eddie Floyd,8,"['classic soul', 'memphis soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']",165613.0,False,0.694,0.547,4.0,-9.901,0.0,0.0277,0.6049999999999999,8.4e-05,0.337,0.894,101.658,4.0,41.0,1968,1960
136155,1968-09-14,47,Six Man Band,The Association,4,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'soft rock', 'sunshine pop']",132800.0,False,0.569,0.394,2.0,-17.501,0.0,0.0345,0.25,0.00109,0.0601,0.629,116.841,4.0,21.0,1968,1960
249533,1968-09-21,1,Harper Valley P.T.A.,Jeannie C. Riley,5,['classic country pop'],195546.0,False,0.763,0.667,4.0,-6.999,1.0,0.0332,0.6119999999999999,0.00133,0.0879999999999999,0.8689999999999999,122.778,4.0,23.0,1968,1960
86882,1968-09-21,11,Time Has Come Today,The Chambers Brothers,7,"['classic garage rock', 'psychedelic rock']",290933.0,False,0.528,0.514,2.0,-11.909,1.0,0.133,0.0252,0.0893999999999999,0.0724999999999999,0.44,122.872,4.0,51.0,1968,1960
57898,1968-09-21,20,Do It Again,The Beach Boys,9,"['baroque pop', 'brill building pop', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']",146373.0,False,0.7249999999999999,0.5769999999999998,3.0,-6.487,1.0,0.0336,0.6089999999999999,0.00112,0.2419999999999999,0.8259999999999998,117.691,4.0,46.0,1968,1960
88736,1968-09-21,24,Tuesday Afternoon (Forever Afternoon),The Moody Blues,10,"['album rock', 'art rock', 'british invasion', 'classic rock', 'classic uk pop', 'folk', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'psychedelic rock', 'rock', 'soft rock', 'symphonic rock']",249004.0,False,0.4929999999999999,0.312,0.0,-13.207,1.0,0.0295,0.1019999999999999,0.024,0.248,0.319,113.563,4.0,51.0,1968,1960
214762,1968-09-21,33,Down At Lulu's,Ohio Express,8,['bubblegum pop'],115786.0,False,0.7269999999999999,0.669,7.0,-8.170999999999998,1.0,0.052,0.4749999999999999,0.00202,0.124,0.7119999999999999,133.819,4.0,7.0,1968,1960
218846,1968-09-28,4,Hush,Deep Purple,7,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'psychedelic rock', 'rock']",264973.0,False,0.5859999999999999,0.664,10.0,-9.077,1.0,0.0491,0.00542,0.134,0.1179999999999999,0.1809999999999999,108.345,4.0,56.0,1968,1960
17590,1968-09-28,6,The Fool On The Hill,Sergio Mendes & Brasil '66,8,"['bossa nova', 'brazilian jazz', 'samba']",191533.0,False,0.663,0.269,9.0,-20.323,1.0,0.0372,0.8289999999999998,0.000927,0.0649,0.766,123.812,3.0,33.0,1968,1960
37423,1968-09-28,12,Revolution,The Beatles,3,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",205293.0,False,0.4069999999999999,0.8339999999999999,6.0,-9.224,1.0,0.2079999999999999,0.0734,0.00021,0.2409999999999999,0.71,121.38,4.0,69.0,1968,1960
163015,1968-09-28,16,On The Road Again,Canned Heat,8,"['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']",206333.0,False,0.496,0.156,9.0,-17.059,1.0,0.0419,0.777,0.0,0.232,0.2049999999999999,129.524,4.0,57.0,1968,1960
214032,1968-09-28,25,Magic Bus,The Who,8,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'protopunk', 'rock', 'roots rock']",202666.0,False,0.632,0.947,7.0,-5.761,1.0,0.0732,0.00486,0.0,0.2819999999999999,0.7189999999999999,92.313,4.0,44.0,1968,1960
156639,1968-09-28,26,Special Occasion,Smokey Robinson & The Miracles,7,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",144533.0,False,0.514,0.514,6.0,-11.098,0.0,0.1489999999999999,0.0612,0.0,0.0548,0.8359999999999999,206.068,4.0,19.0,1968,1960
191112,1968-10-05,6,Slip Away,Clarence Carter,13,"['classic soul', 'funk', 'motown', 'rhythm and blues', 'soul', 'southern soul']",153680.0,False,0.784,0.433,1.0,-9.1,1.0,0.0376,0.2989999999999999,0.00016,0.0248,0.917,113.491,4.0,54.0,1968,1960
212608,1968-10-05,10,I Say A Little Prayer,Aretha Franklin,8,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",216773.0,False,0.59,0.3549999999999999,9.0,-14.051,1.0,0.0352,0.48,0.0,0.0585,0.499,133.03,4.0,76.0,1968,1960
79742,1968-10-05,20,(The Lament Of The Cherokee) Indian Reservation,Don Fardon,6,['classic uk pop'],201200.0,False,0.805,0.4729999999999999,10.0,-12.999,1.0,0.0507,0.24,0.00516,0.1769999999999999,0.519,124.618,4.0,14.0,1968,1960
152605,1968-10-05,33,Who Is Gonna Love Me?,Dionne Warwick,7,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",192573.0,False,0.3529999999999999,0.311,0.0,-11.339,0.0,0.0421,0.72,0.0,0.125,0.326,94.655,3.0,12.0,1968,1960
222421,1968-10-05,41,I Wish It Would Rain,Gladys Knight And The Pips,7,"['adult standards', 'brill building pop', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",170320.0,False,0.6119999999999999,0.324,8.0,-14.717,1.0,0.082,0.406,0.00035,0.5939999999999999,0.552,90.866,4.0,28.0,1968,1960
96518,1968-10-05,43,Brown Eyed Woman,Bill Medley,10,['soft rock'],197093.0,False,0.386,0.378,4.0,-10.821,1.0,0.0329,0.92,0.0,0.758,0.4069999999999999,70.399,4.0,19.0,1968,1960
281922,1968-10-05,45,Listen Here,Eddie Harris,12,"['bebop', 'contemporary post-bop', 'hard bop', 'instrumental soul', 'jazz', 'jazz funk', 'soul jazz']",463000.0,False,0.694,0.3639999999999999,8.0,-15.941,1.0,0.0386,0.4109999999999999,0.0746,0.234,0.903,144.481,4.0,30.0,1968,1960
117192,1968-10-05,48,Street Fighting Man,The Rolling Stones,5,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",195146.0,False,0.5829999999999999,0.8549999999999999,0.0,-7.213,1.0,0.0333,0.1,0.0177,0.262,0.69,128.178,4.0,59.0,1968,1960
227242,1968-10-12,5,Girl Watcher,The O'Kaysions,9,['beach music'],156506.0,False,0.655,0.5949999999999999,9.0,-9.191,1.0,0.0398,0.697,0.000111,0.129,0.936,92.179,4.0,22.0,1968,1960
179966,1968-10-12,7,My Special Angel,The Vogues,6,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'sunshine pop']",180613.0,False,0.326,0.543,0.0,-10.335,1.0,0.0379,0.537,0.0,0.184,0.39,104.59,3.0,53.0,1968,1960
68880,1968-10-12,27,The Snake,Al Wilson,9,"['classic soul', 'motown', 'northern soul']",203800.0,False,0.548,0.464,9.0,-14.469,0.0,0.0414,0.3609999999999999,0.0,0.107,0.925,148.191,4.0,40.0,1968,1960
237561,1968-10-12,31,Hip City - Pt. 2,Jr. Walker & The All Stars,10,"['outlaw country', 'redneck']",177973.0,False,0.621,0.7019999999999998,0.0,-10.551,0.0,0.053,0.128,0.000589,0.385,0.687,146.947,4.0,8.0,1968,1960
221836,1968-10-12,35,Help Yourself,Tom Jones,7,"['adult standards', 'british invasion', 'mellow gold']",170893.0,False,0.6159999999999999,0.7309999999999999,4.0,-7.282,1.0,0.0569,0.4169999999999999,0.000716,0.7249999999999999,0.909,91.444,4.0,42.0,1968,1960
252238,1968-10-12,37,I Met Her In Church,The Box Tops,5,"['brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat']",161640.0,False,0.466,0.392,8.0,-13.586,1.0,0.0421,0.535,8.1e-05,0.1459999999999999,0.546,112.658,4.0,10.0,1968,1960
222642,1968-10-12,43,Down On Me,Big Brother And The Holding Company,7,"['classic rock', 'psychedelic rock', 'rock']",124760.0,False,0.5969999999999999,0.5819999999999999,7.0,-9.424,1.0,0.0498,0.255,0.0168,0.137,0.795,141.15,3.0,42.0,1968,1960
116668,1968-10-12,44,Poor Baby,The Cowsills,5,"['brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat', 'underground power pop']",179693.0,False,0.61,0.545,4.0,-9.385,1.0,0.0294,0.4089999999999999,0.0,0.1759999999999999,0.9,121.122,4.0,7.0,1968,1960
218711,1968-10-19,2,Fire,The Crazy World Of Arthur Brown,7,['psychedelic rock'],175893.0,False,0.435,0.912,5.0,-6.895,0.0,0.0965,0.554,0.547,0.773,0.321,138.566,4.0,39.0,1968,1960
184003,1968-10-19,8,I've Gotta Get A Message To You,Bee Gees,10,"['adult standards', 'disco', 'mellow gold', 'soft rock']",177440.0,False,0.454,0.6,0.0,-6.324,1.0,0.0267,0.0368,4e-06,0.23,0.4779999999999999,83.364,4.0,53.0,1968,1960
114240,1968-10-19,20,All Along The Watchtower,The Jimi Hendrix Experience,5,,284146.0,False,0.675,0.647,8.0,-14.527,1.0,0.0282,0.00454,0.931,0.0421,0.806,115.984,4.0,2.0,1968,1960
218568,1968-10-26,1,Hey Jude,The Beatles,7,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",425653.0,False,0.386,0.6069999999999999,10.0,-7.7,1.0,0.0261,0.0112,1.4e-05,0.0879999999999999,0.532,147.207,4.0,78.0,1968,1960
240480,1968-10-26,2,Little Green Apples,O.C. Smith,11,['beach music'],250593.0,False,0.451,0.3579999999999999,6.0,-17.064,1.0,0.0517,0.556,4e-06,0.1019999999999999,0.4209999999999999,168.147,4.0,33.0,1968,1960
10379,1968-10-26,32,"Baby, Come Back",The Equals,8,"['bubblegum pop', 'classic uk pop', 'merseybeat']",149800.0,False,0.756,0.933,11.0,-7.016,1.0,0.047,0.228,0.000842,0.202,0.879,133.09,4.0,37.0,1968,1960
59204,1968-10-26,35,Break Your Promise,The Delfonics,9,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'southern soul']",184506.0,False,0.333,0.506,7.0,-7.069,1.0,0.0299,0.799,0.0,0.0883,0.522,151.507,4.0,42.0,1968,1960
183704,1968-11-02,5,Midnight Confessions,The Grass Roots,10,"['brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'merseybeat', 'soft rock', 'sunshine pop']",167000.0,False,0.692,0.5949999999999999,6.0,-11.321,1.0,0.0433,0.0072,1.4e-05,0.0743,0.8579999999999999,134.508,4.0,41.0,1968,1960
219053,1968-11-02,6,Elenore,The Turtles,7,"['brill building pop', 'bubblegum pop', 'folk rock', 'psychedelic rock']",151306.0,False,0.63,0.625,4.0,-8.407,1.0,0.0375,0.6,1.5e-05,0.24,0.887,122.504,4.0,55.0,1968,1960
121746,1968-11-02,7,Over You,Gary Puckett And The Union Gap,7,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll', 'soft rock']",144293.0,False,0.4,0.455,2.0,-10.679,1.0,0.0338,0.374,3e-06,0.246,0.532,115.531,4.0,44.0,1968,1960
58090,1968-11-02,22,Shape Of Things To Come,Max Frost And The Troopers,9,"['classic garage rock', 'freakbeat']",118053.0,False,0.444,0.7159999999999999,5.0,-5.962,0.0,0.0442,0.259,0.0,0.0743999999999999,0.7239999999999999,157.509,4.0,29.0,1968,1960
282621,1968-11-02,39,Gentle On My Mind,Glen Campbell,15,"['adult standards', 'arkansas country', 'brill building pop', 'bubblegum pop', 'classic country pop', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'lounge', 'mellow gold', 'nashville sound', 'soft rock']",178626.0,False,0.5969999999999999,0.4149999999999999,3.0,-13.799,1.0,0.0323,0.189,0.0,0.123,0.8259999999999998,108.987,4.0,59.0,1968,1960
222549,1968-11-02,42,I Found A True Love,Wilson Pickett,7,"['brill building pop', 'classic rock', 'classic soul', 'folk rock', 'funk', 'memphis soul', 'motown', 'rock-and-roll', 'soul', 'southern soul']",144586.0,False,0.675,0.963,0.0,-5.815,1.0,0.0489,0.3039999999999999,0.00235,0.13,0.928,145.946,4.0,12.0,1968,1960
164814,1968-11-02,44,Do The Choo Choo,Archie Bell & The Drells,6,"['beach music', 'classic soul', 'disco', 'motown', 'northern soul', 'philly soul', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']",175333.0,False,0.525,0.73,4.0,-6.941,1.0,0.1459999999999999,0.5929999999999999,0.00114,0.92,0.7289999999999999,125.767,4.0,1.0,1968,1960
227289,1968-11-09,5,Hold Me Tight,Johnny Nash,9,"['bubblegum pop', 'classic uk pop', 'motown']",163373.0,False,0.766,0.1759999999999999,3.0,-20.756,0.0,0.0945,0.6049999999999999,2.3e-05,0.0656,0.687,90.404,4.0,22.0,1968,1960
99712,1968-11-09,12,Piece Of My Heart,Big Brother And The Holding Company,11,"['classic rock', 'psychedelic rock', 'rock']",253333.0,False,0.443,0.7269999999999999,4.0,-7.950999999999999,1.0,0.1449999999999999,0.263,0.000141,0.169,0.566,160.82,4.0,69.0,1968,1960
155337,1968-11-09,13,Sweet Blindness,The 5th Dimension,7,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'motown', 'soft rock', 'sunshine pop']",202293.0,False,0.4109999999999999,0.57,5.0,-8.731,1.0,0.0532,0.622,0.0,0.1489999999999999,0.8259999999999998,162.954,4.0,17.0,1968,1960
250991,1968-11-09,24,Keep On Lovin' Me Honey,Marvin Gaye & Tammi Terrell,5,"['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']",154366.0,False,0.5949999999999999,0.5879999999999999,10.0,-9.908,0.0,0.0294,0.1409999999999999,0.0,0.203,0.685,102.113,4.0,25.0,1968,1960
58946,1968-11-09,32,Chained,Marvin Gaye,9,"['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']",174093.0,False,0.754,0.5759999999999998,9.0,-10.402,0.0,0.0466,0.0863,0.91,0.133,0.883,94.291,4.0,29.0,1968,1960
182297,1968-11-09,33,Lalena,Donovan,6,"['art rock', 'brill building pop', 'british folk', 'british invasion', 'classic rock', 'classic uk pop', 'folk', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic folk', 'psychedelic rock', 'rock', 'roots rock', 'scottish singer-songwriter', 'singer-songwriter', 'soft rock', 'traditional folk']",175106.0,False,0.341,0.1779999999999999,11.0,-15.314,0.0,0.036,0.914,4.6e-05,0.077,0.38,138.345,4.0,18.0,1968,1960
222474,1968-11-09,41,I've Got Dreams To Remember,Otis Redding,7,"['classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']",195866.0,False,0.389,0.277,9.0,-13.15,1.0,0.0279,0.495,0.0,0.138,0.402,141.75,3.0,49.0,1968,1960
85348,1968-11-16,2,Those Were The Days,Mary Hopkin,8,"['classic uk pop', 'merseybeat']",310213.0,False,0.374,0.2919999999999999,6.0,-9.404000000000002,0.0,0.0319,0.8689999999999999,0.000581,0.108,0.497,169.68,3.0,49.0,1968,1960
323220,1968-11-16,16,"Hey, Western Union Man",Jerry Butler,12,"['beach music', 'chicago soul', 'classic soul', 'motown', 'philly soul', 'quiet storm', 'rhythm and blues', 'soul']",161866.0,False,0.554,0.7159999999999999,6.0,-8.306,1.0,0.0474,0.519,0.0,0.0935,0.7259999999999999,91.181,4.0,19.0,1968,1960
79565,1968-11-16,18,Always Together,The Dells,6,"['brill building pop', 'chicago soul', 'classic soul', 'doo-wop', 'funk', 'motown', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']",185800.0,False,0.2899999999999999,0.4159999999999999,5.0,-6.993,1.0,0.0302,0.7439999999999999,0.0,0.255,0.559,145.221,4.0,24.0,1968,1960
242331,1968-11-16,22,Fool For You,The Impressions,11,"['brill building pop', 'chicago soul', 'classic soul', 'funk', 'motown', 'quiet storm', 'rhythm and blues', 'soul']",172813.0,False,0.451,0.654,3.0,-7.692999999999999,0.0,0.0477,0.0561,0.0,0.505,0.523,81.187,4.0,42.0,1968,1960
157795,1968-11-16,38,Take Me For A Little While,Vanilla Fudge,7,"['blues rock', 'classic rock', 'psychedelic rock']",235133.0,False,0.3009999999999999,0.4159999999999999,10.0,-16.015,1.0,0.0348,0.0296,0.0,0.329,0.517,89.081,4.0,24.0,1968,1960
152122,1968-11-23,6,White Room,Cream,8,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']",298333.0,False,0.547,0.5799999999999998,2.0,-13.415,0.0,0.0293,0.23,0.00877,0.0569,0.505,109.827,4.0,75.0,1968,1960
157872,1968-11-23,38,Do Something To Me,Tommy James And The Shondells,7,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'classic rock', 'folk rock', 'mellow gold', 'merseybeat', 'rock', 'rock-and-roll', 'soft rock']",198973.0,False,0.501,0.883,6.0,-9.753,1.0,0.0850999999999999,0.1419999999999999,0.0142,0.126,0.639,121.993,4.0,22.0,1968,1960
218622,1968-11-30,1,Love Child,Diana Ross & The Supremes,7,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",181573.0,False,0.574,0.96,9.0,-0.81,0.0,0.0455,0.125,2.3e-05,0.23,0.65,105.008,4.0,47.0,1968,1960
227022,1968-11-30,3,Magic Carpet Ride,Steppenwolf,9,"['album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']",271573.0,False,0.64,0.651,4.0,-14.981,0.0,0.0517,0.1419999999999999,0.28,0.0341,0.801,111.676,4.0,71.0,1968,1960
3821,1968-11-30,23,Cycles,Frank Sinatra,8,"['adult standards', 'easy listening', 'lounge']",190373.0,False,0.4769999999999999,0.1439999999999999,1.0,-22.774,1.0,0.0382,0.9,0.000367,0.108,0.319,128.294,3.0,38.0,1968,1960
221404,1968-11-30,31,Les Bicyclettes De Belsize,Engelbert Humperdinck,7,"['adult standards', 'brill building pop', 'easy listening', 'lounge']",195093.0,False,0.253,0.435,5.0,-11.359,1.0,0.031,0.8389999999999999,0.00377,0.0947,0.371,110.163,3.0,41.0,1968,1960
165270,1968-11-30,48,Peace Brother Peace,Bill Medley,6,['soft rock'],256760.0,False,0.268,0.498,8.0,-9.126,1.0,0.0388,0.7069999999999999,0.0,0.126,0.161,100.261,3.0,4.0,1968,1960
153191,1968-12-07,5,Who's Making Love,Johnnie Taylor,7,"['funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'soul blues', 'southern soul']",166066.0,False,0.79,0.3489999999999999,10.0,-13.265,1.0,0.065,0.2059999999999999,0.0,0.168,0.696,115.365,4.0,47.0,1968,1960
228398,1968-12-07,16,Little Arrows,Leapy Lee,9,[],163840.0,False,0.651,0.674,11.0,-8.56,1.0,0.0386,0.627,0.0,0.188,0.937,104.065,4.0,26.0,1968,1960
79583,1968-12-07,19,"Promises, Promises",Dionne Warwick,6,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",182373.0,False,0.502,0.661,2.0,-8.644999999999998,1.0,0.04,0.4759999999999999,2e-05,0.0296,0.8529999999999999,146.851,4.0,26.0,1968,1960
95363,1968-12-07,25,Quick Joey Small (Run Joey Run),Kasenetz-Katz Singing Orchestral Circus,10,[],143813.0,False,0.818,0.745,5.0,-6.052,1.0,0.0385,0.228,0.0045,0.392,0.961,135.994,4.0,13.0,1968,1960
4286,1968-12-07,27,Pickin' Wild Mountain Berries,Peggy Scott & Jo Jo Benson,8,"['southern soul', 'southern soul blues']",174266.0,False,0.8409999999999999,0.339,0.0,-20.356,1.0,0.0795,0.214,0.00239,0.0522,0.948,123.752,4.0,0.0,1968,1960
69105,1968-12-07,36,The Straight Life,Bobby Goldsboro,7,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'folk', 'folk rock', 'lounge', 'mellow gold', 'merseybeat', 'rock-and-roll', 'soft rock']",162957.0,False,0.7219999999999999,0.515,2.0,-12.349,1.0,0.0341,0.274,2e-06,0.1759999999999999,0.766,133.857,4.0,19.0,1968,1960
161868,1968-12-14,4,"Abraham, Martin And John",Dion,8,"['canadian pop', 'dance pop']",200400.0,False,0.3449999999999999,0.4839999999999999,4.0,-10.105,1.0,0.0358,0.371,6.4e-05,0.18,0.4109999999999999,147.099,4.0,46.0,1968,1960
219286,1968-12-14,9,I Love How You Love Me,Bobby Vinton,7,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",148600.0,False,0.2109999999999999,0.259,6.0,-10.779,1.0,0.0296,0.43,1.7e-05,0.114,0.224,73.17199999999998,3.0,45.0,1968,1960
133463,1968-12-14,14,See Saw,Aretha Franklin,4,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",166360.0,False,0.699,0.67,7.0,-10.307,0.0,0.0346,0.2079999999999999,0.0,0.0905,0.927,135.997,4.0,44.0,1968,1960
57482,1968-12-14,15,Chewy Chewy,Ohio Express,9,['bubblegum pop'],164226.0,False,0.751,0.531,0.0,-7.109,1.0,0.0506,0.0667,9.8e-05,0.1729999999999999,0.809,121.616,4.0,28.0,1968,1960
182125,1968-12-14,31,Goodbye My Love,James Brown,6,"['funk', 'motown', 'soul']",331626.0,False,0.5849999999999999,0.3669999999999999,3.0,-12.501,0.0,0.0397,0.104,0.0,0.0592,0.499,85.18899999999998,3.0,20.0,1968,1960
215150,1968-12-14,37,Goody Goody Gumdrops,1910 Fruitgum Co.,8,,136600.0,False,0.635,0.633,7.0,-8.255,1.0,0.0317,0.2,0.0,0.114,0.758,132.984,4.0,8.0,1968,1960
116447,1968-12-14,42,A Man And A Half,Wilson Pickett,5,"['brill building pop', 'classic rock', 'classic soul', 'folk rock', 'funk', 'memphis soul', 'motown', 'rock-and-roll', 'soul', 'southern soul']",172573.0,False,0.621,0.6059999999999999,10.0,-10.906,1.0,0.0333,0.0352,1e-05,0.13,0.805,114.683,4.0,18.0,1968,1960
158282,1968-12-14,43,Not Enough Indians,Dean Martin,7,"['adult standards', 'easy listening', 'lounge']",206880.0,False,0.557,0.4229999999999999,2.0,-11.415,1.0,0.0409,0.8449999999999999,0.0,0.444,0.699,141.635,4.0,20.0,1968,1960
117193,1968-12-14,48,Ballad Of Two Brothers,Autry Inman,5,[],211240.0,False,0.536,0.536,5.0,-11.223,1.0,0.134,0.454,0.0,0.114,0.761,139.517,3.0,1.0,1968,1960
121869,1968-12-21,8,Both Sides Now,Judy Collins,7,"['american folk revival', 'classic uk pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'traditional folk']",195840.0,False,0.3519999999999999,0.3,8.0,-9.282,1.0,0.0301,0.4129999999999999,0.0,0.1,0.2949999999999999,58.686,4.0,50.0,1968,1960
79306,1968-12-21,16,Scarborough Fair,Sergio Mendes & Brasil '66,6,"['bossa nova', 'brazilian jazz', 'samba']",201933.0,False,0.682,0.381,0.0,-17.456,0.0,0.026,0.162,0.0114,0.0703,0.8469999999999999,110.455,4.0,25.0,1968,1960
86607,1968-12-21,27,Till,The Vogues,5,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'sunshine pop']",140146.0,False,0.275,0.383,3.0,-11.187,1.0,0.0325,0.76,0.00191,0.379,0.255,115.363,3.0,20.0,1968,1960
252257,1968-12-21,37,I Can't Turn You Loose,The Chambers Brothers,5,"['classic garage rock', 'psychedelic rock']",294533.0,False,0.4939999999999999,0.806,0.0,-10.14,1.0,0.0489,0.00504,0.0,0.4069999999999999,0.926,138.689,4.0,21.0,1968,1960
222116,1968-12-21,38,Kentucky Woman,Deep Purple,7,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'psychedelic rock', 'rock']",284533.0,False,0.343,0.396,0.0,-10.395,1.0,0.0363,0.035,0.00364,0.189,0.314,171.411,4.0,39.0,1968,1960
93471,1968-12-28,5,Stormy,Classics IV Featuring Dennis Yost,10,"['brill building pop', 'bubblegum pop', 'folk rock', 'soft rock']",170040.0,False,0.639,0.405,4.0,-12.207,0.0,0.0318,0.685,0.0357,0.268,0.754,118.761,4.0,42.0,1968,1960
100142,1968-12-28,17,Bring It On Home To Me,Eddie Floyd,11,"['classic soul', 'memphis soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']",151466.0,False,0.7159999999999999,0.4179999999999999,0.0,-14.066,1.0,0.0398,0.183,0.000808,0.138,0.891,123.465,4.0,21.0,1968,1960
95647,1968-12-28,29,"Shame, Shame",Magic Lanterns,10,[],178660.0,False,0.4919999999999999,0.538,1.0,-11.915,0.0,0.0359,0.00837,0.0375,0.0707,0.895,125.216,4.0,19.0,1968,1960
101238,1968-12-28,33,Battle Hymn Of The Republic,Andy Williams with the St. Charles Borromeo Choir,11,,208440.0,False,0.3529999999999999,0.214,10.0,-12.08,1.0,0.0355,0.946,0.0,0.1189999999999999,0.28,80.602,4.0,42.0,1968,1960
157959,1968-12-28,39,People,The Tymes,7,"['beach music', 'brill building pop', 'classic soul', 'doo-wop', 'motown', 'philly soul', 'rhythm and blues']",187653.0,False,0.4869999999999999,0.677,0.0,-8.743,1.0,0.0375,0.755,0.0,0.2909999999999999,0.632,106.139,4.0,10.0,1968,1960
158399,1968-12-28,44,Put Your Head On My Shoulder,The Lettermen,7,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'vocal harmony group']",157773.0,False,0.268,0.258,5.0,-16.496,1.0,0.0339,0.755,6e-06,0.109,0.398,113.601,3.0,39.0,1968,1960
218569,1969-01-04,1,I Heard It Through The Grapevine,Marvin Gaye,7,"['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']",194293.0,False,0.7069999999999999,0.3669999999999999,3.0,-10.788,0.0,0.0382,0.262,0.0,0.115,0.621,117.257,4.0,63.0,1969,1960
233041,1969-01-04,2,For Once In My Life,Stevie Wonder,10,"['adult standards', 'motown', 'quiet storm', 'soul']",169800.0,False,0.524,0.519,6.0,-11.903,1.0,0.043,0.195,0.0,0.523,0.8469999999999999,110.121,4.0,73.0,1969,1960
123958,1969-01-04,13,Too Weak To Fight,Clarence Carter,9,"['classic soul', 'funk', 'motown', 'rhythm and blues', 'soul', 'southern soul']",138560.0,False,0.666,0.386,1.0,-14.184,1.0,0.0272,0.438,2e-06,0.0519,0.939,102.423,4.0,29.0,1969,1960
79789,1969-01-04,21,Papa's Got A Brand New Bag,Otis Redding,6,"['classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']",149973.0,False,0.75,0.756,10.0,-10.419,0.0,0.0801999999999999,0.14,0.00096,0.36,0.96,131.46,4.0,41.0,1969,1960
84275,1969-01-04,25,This Is My Country,The Impressions,6,"['brill building pop', 'chicago soul', 'classic soul', 'funk', 'motown', 'quiet storm', 'rhythm and blues', 'soul']",168026.0,False,0.557,0.5769999999999998,1.0,-11.415,1.0,0.0325,0.37,0.00016,0.327,0.749,103.203,4.0,31.0,1969,1960
